text,label
product is genuine,1
worst product iam just using a month touch pad not working properly iam strongly recommend dont buy this product,0
i love it thank u flipkart lets see how its working that interesting one is the small jar and two container soooo good,2
nice and delivered in time,2
this one is really awesome,2
fast heet,1
product is nicebut size is very smallalso delivery service took too long timeso overall for me this is an average product,0
rice plate are very much small in size so the bowl also,1
after 1 month iron work very good really really nice and good working iron value for money,2
very small in size dont satisfied,0
this oil is so light weight suits to my hair typeprice is also affordable,1
superb product good build quality over all nice,2
5 star for the product delivery was on time but after that flipkart forgot to arrange the installation and demo after waiting for 5 days when i asked them about it they arranged for the installation however this time it was for an ac which i had never purchased from them finally i had to book the installation myself directly with voltas so if you dont get a callsms from voltas within 2days of delivery call and book your installation with them directly dont wait for flipkart,1
best proform,2
good product best guaalty,2
all systems are good but bass quality not better,0
nice good for and most better for use it has great motor and nice speed and colour is also good but red colour is most better i think it also have red colour,2
to smal,1
been using it for more than a year still works perfectlymade a lot of cakes cookies brownies and bread,1
very weast material,0
colour attract dist and all time look like dirty,1
quality is ok but microfibre quantity is less,2
thenks,1
acche delivery achcha product,1
fast delivery value for money,2
heat retains for maximum 8 to 10 hrs,1
very nice product at such price the person who came for installation was awesome thank you,2
my expectations is not fulfilled,0
i hat dis product,1
vey amazingbut bat is test grade,1
i am with my watch,1
gainning weight till talking medicineafter leaving it everything is like,1
average only,1
its small and finishing is not that good but still a very good steal,0
nice superb loved it,2
the product was broken,0
not up to the mark as far as quality,1
the size of plate is small,1
after one month usage it is ok for money,1
stylish sports look,2
finally done and using will need sometime to check on durability but this does have value for money paid,2
very very bad product please dont buy it,0
good to use but small in size,2
soft dress very good,1
only work on first time 2nd time not working at all,1
great product easy to setup enough for a 2 bhk flat children enjoys it with google assistant built quality is excellent good sound quality and good bass,2
not nice waste product,1
there is no liquid in bottle where we need to put swab waste of money,0
very very good very very good,2
supergrind few minutesand fast,1
nicebt product is too small,1
nice product timely installation all is good,2
good and nice product good packing,2
very bad flipcart,0
not up to marklittle bit noicewind speed is lowspend more money and go for a new generation brand fan,2
very good quality very nice,2
verrygood,1
its not working minimum 3monthsmoney n time west for this very bad company,0
voice is not good unwanted default apps very difficult handle,0
quality is goodbut the dial is small than the picture and than i expected,1
not sufficient size its suitable for single oven only,1
most 3rd class product dont buy the product toally waist of money,0
product is nice but battery is worst,1
nice product not so good but still in good category,1
product is low quality,0
nice product and fast charging,2
excellent product but door step delivery is always refused by this same delivery boy,0
slow,1
my lifes first apple product will change review after use,1
the car is very good,2
if you mate with leader its better then clothes but its wander full and best,2
super deliver and product is not bad,2
do not buy only two month working,1
mony west quality,0
good washing machine under budget desing is good performance is good and looks nice but pipes are one one metre so not suitable for place so i have taken seperately,2
bed quality t shirt dont buy this product,0
superb,1
nicly good working,2
fast delivery nd nice watch,2
good productbut price increased,1
nice product reached safely and good packaging,2
not good mini space,0
as per price not justifiable,0
i love their speed and low sound,2
stitches are not good very clumsy size also not perfect for wagonr 2022 model,0
valuble priduct,1
product good but size is small,0
worst experience ever by any of the installation partnerkindly read this out whosoever is thinking to buy not only hindware but other brand chimney also as i have experienced the below situation twice by two different brand partnersunprofessional unethical technician came and they drilled 3 holes in our kitchen wall and almost spent half an hour but couldnt make wall mounted stand stable and chimney was unbalanced and could fall down apart from this they neither remove protective film n,0
osm productvery goodflipkartthanks,2
very very very very bad quality,0
okay but not much quality parts,1
pathetic pillows,0
looks sturdy but a little pricey,1
poor quality and cheater seller also plz dont buy from them,0
ok ok prodcut,1
transfer speed is very slow with usb 30 max 30 mbps transfer speed,1
ok not a bad but pipe extreme level to small,1
worst one it get stopped on the second day after receiving,0
one of accessory was not getting fixed properly so returned it,1
thin item than before,1
colour quality fully faded after 2 months,1
product looks nice but easily breakable one plate broken within few days,0
goodbut heats up within 12 minutes,1
wowwww collection,1
its worth only concern was the courier team got few scratches,2
cooler is good but only auto swing is not working,1
this is very loose to store books,0
pelate or bowls too small,0
the liquid container was empty and it got leaked due to transportation or fault packing,0
the camera is really lovelylooks gdnd even works in a perfect manneram damn satisfied with it,2
slow heating,1
quality is good size is little bit small,2
very very beautiful kajal,2
pedals are so effortless very light weight and durable cycle,2
thank you flipkart for the awesome product mi tv is also appreciable for all things are perfect a tv b delivery c installation d use i will give 55 in everything but the connectivity is lill bit slow but over all i must say its a best tv in the budget go for it guys you will surely love it,2
received damage items,0
this an amazing mop with every essential thing in it you dont have to touch water a single time and ur home it cleanhighly recommended excellent product by upcthankyou upc,2
moderate,1
product good but delivery is too much harassing,0
not satisfied with performance while in running it gives some noises,0
searching for my daughter for long tym finally got on flipkart nice product n received on tym thank u flipkartn ekart both,1
over all ok,1
quality is bed,1
very nice productgo gor it,2
very good product music sound is very good,2
very good for home use working flawless after one year,2
sound is,1
its really convenient to connect devices wirelessly to tv and projectors i use to his device in my living room to connect phone or even laptop with my tv in office it really convenient to give presentations in projectors i use macbook and its butter smooth to connect chromecast 3 with it there is a delay of some microseconds while streaming but it is considerable as it rarely observedall together its a good product i recommend other customers to buy this instead of going to other,1
thnks,1
supper wander full working this heater,1
its cover short distance in home approximately 30m,1
nice product and good quality but overall very heavy heat but ok,1
suberb quality,1
waterproof smudge proof,2
first apple product purchase and the product is decent in quality camera is not as expected but mostly its a digital writing pad cum screen to play videos apart from that not much interesting really idk what is the hype about apple products android devices are much more versatile mainly bought it for longer battery life and reading online so far its been good go ahead if you have money else save more for a laptopandroid phone good day,2
wonderful one of the best parches,2
1 i have received brocken screw box 2picture quickly is good 3sometimes wi fi cant connect 4sometimes set top box suddenly hang 5tubicast not supporting hotstar zee5 6youtube plays 360p quality,1
not your expectations things,1
looks like the cartridge is original,2
the product is just awesome i am writing this review after a month usage and i am fully satisfied with the product and and service as well,2
very nice love u product,2
they sent me a incomplete product without a manual and im still waiting for the replacement its been more than a week but no solution from flipkart one thing for sure this is my last flipkart purchase,0
just ok ok product,1
very bad its life just one month,0
not good not buy waste of money,0
it kinda looks good in this pic but it really isnt that good in reality i like the ball perfect for hard ground since it has a rubber coating on the top i know some people dont like it in some of these reviews but i have no problem having that coating,1
a very gud productstandard pressured pumpingcan be used as per requirements of the pressure good metal finish with quality workmanship,0
charging is good but magnetic suction is very loose grip with watch its disconnect from magnetic tip and wire is also very short,0
bad product waste of money,0
this is not jump high,0
after using for 5 months i would say its a value for money product taste was initially not good but after a week the taste changed and it tastes very good size of the product is also very good for keeping inside the kitchen only drawback is while filtering the water it makes noise,1
fast delivery by flipcart and product is very goog,1
use less worst product dont buy very small size,0
ok ok fabric as shown in pic,1
product is as good as shown in picture well packed but only issue is bowls are small but it can be bought,2
best and effective hair oil for damaged and dandruff hair great purchase for me,2
more stability is required,1
pipes are disoriented unable to install,0
only one mode bluetooth only connected,1
writing this review after using 15 day s and found no issues recommended at this price range go for it,0
money wast,0
not bad thats alli like watch design but disappointed about its strap poor qualityfor daily plz dont buy it,0
very bed quility,1
jst loved it,2
mac,1
good quality productbut small in size,2
i got the duplicate product neither the right logo nor the right smell i didnt expect this from flipkartworst experience ever i got the duplicate product without brandplease explain where is the logo of vensa,0
nice trouser according to price its best and colour is too very nice but very disappoint by the fabric its too thin it cant cover the panty or shorts,2
there is lot of difference in actual product and shown in the image,0
the color of the material is not same as displayed too heavy for wall mounted,1
never suggest you to buy this brand any product within 1 month twice damage they will charge 300 in every visit very pathetic service policy i feel what company product i buy really i am very disappointed to buy this,0
great product completely value for moneyat this price range an automatic washing machine with 75 kg capacity is just unimaginable working perfectly love it,2
same as money,1
charging very slow except that all gds,0
very poor quality the first layer came off within 30 minutes of walking after two days the hole of the strip got snatched due to poor design of the holes,0
all of them product very good but that system are only connected with wifi there is no option for bluetooth,1
very nice prequence,2
aux not working,0
ok ayy,1
nive,1
nylon cloth,1
bowls r too small moreover quality is not up to the mark,1
super delivery,2
use full book,2
legs were not good poor legs,1
very bad ink dont buy these product ink cannot supported by my printer it cannot show,0
its very nice nd very strong,2
till today it is ok,1
its nice look fancy,2
nice product lovely,2
sound quality is great but if you are buying it for calling purpose its not a good choice other person on the call may not be able to hear your voice properly you will have to speak louder thats why 4,1
worest product no leakage proof totally waste of money why flipkart is selling this type of bad quality products,0
i wanted to give below 1 start but unfortunately there is no option it shows bigger then tv but its very tiny and received with out nails very bad product,0
vera good,2
product delivered on time and working as expected,1
parfect yarr,2
editing my review after one month the most annoying thing is that the brightness fluctuates while we are watching it becomes darker all of the sudden i might have to change this after a few monthsthe only good thing is the sound qualitydont go for it,0
dents were found on the sides of the fridge,0
very difficult to operate,0
nice healthy plants,2
some times it will work slow and conduct the current on it,1
writing this review after 15 days it works slowly and sometimes i cant see this memory card in other mobiles,1
quality was good,2
not effective cooling fan area of effect is also very narrow not ideal returned it,0
only after two weeks it damaged itself totally wrong and faulty product dont waste money,0
these cushions are not very good quality it ok,0
product is good but bass quality is not good,1
very very good amazing finger sleeves,2
product received,1
nice product love it,2
wows very good product i like all flipkart team,2
100nice,1
dont buy worthless30 rs real value this product,0
perfect juicer indeed true juicer,2
waste of money very bad,0
tube is punchered,0
like other people i was skeptical at first took me 6 months to finally buy it but now i am totally happy best decision ever very good cleaning utensils are fresh and clean,2
this very good in quality i am very happy and full satisfy thank you flipkart,2
dont buy it they showing it for 15years boys but it is very small it is suitable for 7years boys flipcart should be careful sellers are breaking believe of couastomer,2
gifted it to my husband he majorly uses it while playing games and he totally loved it the sound quality battery back up and the sick design is too good at this price totally worth it,2
not fast but designe is good,1
operation is smooth but size is very smallespecially dont buy this product if ur need is also for making ataa for roti and all other stuff,1
quality is good flz bay,2
not gd,1
weast of money quality is very poor,0
very badits not working,0
had a firestick non4k version was excited about google tv platform 4k and bought this the video quality is not great the home screen has blurred images does not come close even to match 1080p video quality as a firestick,0
excellent chair from nilkamal brand very strong and sturdy the legs of the chair doesnt bend when children drags while sitting on it look wise also very nice i am giving this review after using the chair for almost 6 months and still the color and its shine is same as new,2
not super but ok,1
dont over expectation,1
ok good,1
nice but the only defect is that it dont count steps properly rest hr and spo2 sensor are working 95 percent correct,0
just ok productfirst time use breaking the tip of kajalso iam not satisfied this product,1
its a bad device on my life,0
prodect is gud but delivery was too late 25 days after delivery,1
its not good working and the customer care also not responding today is my last day to return it but very very very bed product,0
pura ooop cycle,2
i bought 4 test kits from the seller 2 out of 4 test kits did not have the solution for the test test kit had to be binned such a waste of money and landfiill,0
its very soft and light in weight and handygood for light winter,1
very super amazing an very fast heat and smooth to using,2
its good met my expectations go and buy product if ur looking for vaccuam cleanin anf powerfull inward suction but it lacks blowers,2
excellent fit comfy cotton material quick dry worth it,2
perfect noise reducer go for it,2
getting only 16 mbs speed is there any issues with hard disc,0
jordar real,1
not bad but work do not complete,2
product is good but the delivery boy is not willing to come to near home i went around half kilometre to take my parcel this type of attitude of delivery agent is not acceptable,0
too good,1
usb cable not working,0
great product loved it chromcast is litel bit uneasy to use or it is not good up to mark otherwise it is great television just connection with phone mirroring is not up to mark everything else is great nice picture quality sound is good wifi connection is lil bad connection first connected as no internet then have to wait 12 minutes to get it going,2
avrrage,1
budget dslr for beginner,1
every few days connecting problem,0
i have been using this cartridge from a long time quality is fine but it prints very few pages may be 100 to 200 hope hp will improve that,1
specifications,1
gud theres no battery but idk why it asking battery backup,0
good quality but the mouth is leaking,1
simply superb product best things is that no noise when compressor is working delivery boy have good behave and cooperative nature thanks flipkart,2
satisfied,1
within one month rubber can be seen,1
i am using it for 2 weeks upto now itz perfectthe user manual can have more details,1
love this product very much,2
value for money and cycle quality is normal because my cycle so many part is jungand colour is faid but also is simple good,0
i like it this prodect,2
excellent product excellent delivery specially excellent behavior of delivery agent noise is very low fully satisfied 10 out of 5 i am from west bengal and there is not any single scratch on the product due to delivery reason excellent no leakage issue in honeycomb pad everything is fine bohot dino ke bad chain se sone ko mila yaar just fill up 75 liter tank with 4 to 5 large bucket of water and enjoy special warning dont switch on the pump regulator wit,2
superb but page quality is low,1
i had a very bad experience with this machineperson who came for demo was even not knowing all functionswashing quality is very poor and when booked call at customer service care its 3 days no one has comeplease dnt buy such products,0
not responding for calls,1
not strong enoughmoney waste,0
dont take it for keeping more booksit can bear weight of light books only,1
i used for 4monthsensure tds when installationhighly recommend,2
good delivery and good product,2
cloth dryer is not strong enough,0
expensive and not worth for quality,0
i have purchased 3 butterfly mixy from flipkart 6months this item is very bad and not useful,0
heavy vibration when spin,0
average quality not that good,0
first charge the speaker then use itsuper sound medium bassvalue for money16w,1
an awesome camera and best for the beginners in low budget i got in flipkart salethanks to the seller and flipkart team picture quality is too good camera is very handy with good battery life,2
really awesome product i love it,2
quality wise goodbut the measurements are little disappointment,1
not much happy installation guy bad,0
bad battery,0
very disappointing pls dont go for it,0
is bad product charger not working,0
i am very happy to see your catvision setupbox good survive thank you very much,2
great deal theres another which was absolutely free of cost,2
overalls keyboard is good but problem with enter key i have to press more pressurely,1
first otg oven bought mind blowing before using for the 1st time use the oven for 10 to 15 mins without any food it will remove the chemical like smell of the inner part after that it is good to go,2
good product but it gets stuck frequently and needle gets bend,1
bess very low,0
received damaged product how can flipkart sell damaged products also packing was torn disappointed,0
in first use bottle cracked,1
good product but i think something is missing in this keyboard otherwise its value foe money,1
stopped working while using within a month,0
its an ok product for home but sometime its function really irritates me,0
product ok it doesnt workit cant control outside sound,1
very noisey inverter,1
worst product because water flow by the pump is less so the honey pad not wet properly no cool air by cooler,0
bad football,0
ya it is a good product to buy and it is worth for its price,2
fast delivery nice product good quality in this price thank you filpkart,2
bad product delivery,0
not bad ok,1
received product on time and in vry gd condition product received as per specification given installation not done yetthax flip kart,1
worst i order it twice both time the set top box is continuously rebooting,0
very bad experience with installationthe installation boy is talked ng rudely as i am his servantand have done crime by purchasing this geysersorry but i am going to return,0
printing quality is good and compatible to canon pixma 4570 printer print only 150 pages but mentioned that it will print 400 pages so disappointed by this issue otherwise okk,1
its good but faced difficulties while doing setup,0
goood but range is lesssmust buy,1
his paddle has broken in 5 days i use it only 2 days,1
gudbut light is not inside,1
i feel this product is quite good we put all sorts of utensils in this machinethis machine hardly require detergent just 02 table spoons per washit is worth investment as we can now save almost 2500 month which we use to pay to our maidit cleans perfectly all utensils even tea burnt utensils milk utensils only we have to put under wet condition steel or glass utensils cleaned in such a way that it looks almost new wonderful is its steam cleaning best hygiene and smells goo,2
heavy noise as you people its not cooling within 15 to mins even after after opening the window two sides,1
seat is very hard brake is giving very noise as it is new not sure it will get smooth after somedaysno manual to fit handle bar side fitting,2
over all nice product but you can give much better quality vice not like for value moneyand the product hooked clamb was very small so how is it possible this small clamp carry of that weightand ill deliver parcel is small scratches like every placeim irritable for that product,0
very very bad productplz dont purchase it its lighting only few second after it off,0
just hate this product,0
that product is workable only 1week,1
product quality is very good and useful product to kitchen utensils but extra accessories given at the time of installation which is expensive and covered discount amount which was given when i purchased the machine,2
all items stuck in it,0
small but okey for 3yrs child,0
everything is good but colour was faded,1
a very good product also the delivery was good and on time,2
torfin awesome,2
it is long lasting perfume very nice,2
some seeds not growning but its ok with it,1
it cant handle min load and its been 2 times motor got damaged with in six months,0
very poor product and rthe size is too big,0
takes 15 to 20 min to heat and after that again wait for 15 minnothing i can do after purchase,1
not good flipkart no retan palisi,0
not exact size you buy for,1
worst qualitydoes not fit correctlydont buy it,0
very nice cooler cools effectively even a large room very happy with the purchase,2
good but clothe are not good,0
over all ok good product,2
good product at this low price,1
the quality of cycle is good but brake facility is old,1
quality is below average,0
dont buy this product on flipkart,0
nice product but flash not automaticthats the demerit of this product,2
nice as per requested,2
the product is very small its not even 5ft reaches upto our hips and thats it also the width is also very narrow than expected,1
i have exteded waranty jeevas technolgy i comlaint 2 moths before still my problem was not solved i called lot of time i didt get proper solution i am not going yto give single star just because of jeevas,0
product quality is good but size was not too big it is actually a quarter in size,2
waist product,0
best quality in better price,2
laptop is good but delivery delay,1
thank you flipkart for super fast delivery and installation special thanks to the person who has came for installation product is good value for money,2
cartridge not recognised by printer,0
bucket quality is good but mop quality is low its not spinning,0
not so loud like boat jbl and others,0
official choice,1
this product is not serving the purpose they mentioned razor sharp blades but its not true blades are worst,0
good paisa vasul,2
plasticrubber protection at corners is not provided,1
in this range its a good product to buy,2
wram water in just 15 min,1
though brand quality is as per the price but popular apps like prime video and netflix doesn t get installed even with aptoid tv work around wasted so much time there even other apps like jiotv aptoid versions post installation you have to log in every time if you are ok without these apps issue and want to watch through a set top box and don t need a smart tv having basic apps it s your choice i didn t like it,0
its really osome,2
good sound quality and basa is also very nice and blutooth connectivity is also very fast and accurate proudly sharing my honest opinion about our indian product its build quality is very strong and attractive looking and battery backup also good and value for money product,2
ball is good and light weight but if the ball is punctured then many problems arise in sewing,1
sound is not clear more irritating and not interest for listening music,0
cheap quality tierrs,1
good product with good price,2
good productand good service,2
boat wave neo is not bad happy selling flipcart plz given screencard also,2
worst product not a single seed is germinate they make us foolish i reviewed after 7 month,0
it is what it says just too expensive,1
awesome product carefully delivered thanks flipkart,2
worst pls dont buy it,0
pls dont buy any one waste of money,0
very poor quality product i am very un satisfiedpls dont by this product,0
one of the worst product plz dont buy this item,0
dont buy it for sun protection,0
nice oneflipkart is the best to offer products,2
good very good product,2
the 2 in 1 sharpner is missing in the kitotherwise all good,2
product quality is too bad the cloth and cardboard in it are not longlasting and if we keep wet cloth in it that will cardboard shred,0
this product is very bad,0
lid is not that great,0
not good 400 rpm fan but very slow speed,0
sound quality is awesome bass is tooo good battery is good connectivity is good,2
i had been using this as my daily driver for more than 1 year pros 1 loud sound quality above 50 others can hear your song clearly 2 good battery backup more than 20 hrs continue usage 3 stirdy build quality i had dropped more than 5 times cons1bass is not upto the mark2sound distortion above 80 volume 3 i also have mi superbass its far more superior than this if you are a bass lover go for mi superbass or you want loud music go for this,2
it is all right but some time it get hang basicaly i use it for coding not gaming but still it hang and it doesnt comes with ms office,0
wonderful product i recieved from flipkartbuild 5 starperformance 4 starcord length 2 star base material 3 staroverall 4 star,2
pathetic auto focus doesnt work at all,0
no 1 quility in this price,0
product not working,0
good product with amazing bass i bought it in an offer with price 1399 worth it really good 1 but u cant use this product at home as u wouldnt be able to hear any other sound fir to ek hi awaj aani h last mein bs ki es peo nu rkh deya kr kde lolz,2
bowl is too small,1
good product i like thanks flipkart,2
heating element was poor it takes one hour to heat and gives only bucket of hot water,0
dont buy this product this is waste of moneyproduct is not made of cotton product is cheapest one,0
bad product air pump is not working,0
very small sizes,0
not looking well as shown in picturebut u r choice depends on u,0
just started using it for a week difference is there,1
one of these two has worst quality different fabric n different elastic,0
nice but the quality dss shortly low plastic was use to make,1
leaves a fishy smell sometimes which is unbearable cooling is average,1
the worest product from flipkart ever and no option for return also pls dont buy this,0
it is making too much noice,1
good one worth the price,2
bluetooth connection avvatla,1
very bad when i on it so i was not working i will not take any product from flipkart,0
gud but not that gud,1
it was okay okay,1
okay okay product,1
plates sizes are very small,1
i love this t shirt,2
dont buy for helmet it wont stop wind blast at all and voice will be too unclear to understand,0
worst buy ever pretty badly stiched,0
very badnot working after 3 days,0
damaged product sent by flipkart first timelater on replacethey sent it with more damaged than that of previous time with additional dentnow they are not taking return pickup as per sheduled timevery very bad experience,0
worst after 2day the cable is damaged,0
do not buy waste of money it is not good and very very sad again i am saying please dont buy it,0
cloth is not good and aluminium pipes is not good and no basement bush totally is not good,0
money west poooooooor quality,0
it is not too much smooth,0
its very thin but okk product,1
torque is not enough jerking most of the times,1
not bed not good just ok,1
nice product but weighty is very heavy no wheels provided so that is is very difficult to move from one place to another,1
average picture quailty,1
received the productsmell is averagenot a unique perfume,1
quality is not there picture bluring late wake up,0
good product but bad packing,0
its good at this price rangeflipkart should make otg little heavyits like a tin boxbut serve the purpose,2
must buy book,2
its still working now also ordered in 2019,2
camera quality very very worst,0
worst service by flipkart it has failed to provide installation manualboucher after one months of purchase the call centre team has made a football of this request till date they are unable to provide they have outsourced the installation to another party called jeeves who have put a deaf earif you are looking for prompt and timely customer service this is not the place to buy large products like furniture more surprisingly this product is flipkarts in house brand and they do not,0
as of now the purifier is working fine but i dont think there is any tds control function is available in the purifier i have a taste of iron in my water and i didnt see the installation guy to do any tds check and corrections after the installation the cap of the tap which is required and should come with the purifier was missing and charged to me 50 bucks for that when i asked the livpure person he told that usually the cap is coming along with purifier when you place a bulk order not,0
waoo,2
sound not sufficient,1
love the product 6 saree can fit in one bag even quality is good,2
fine and best in class service engineer who installed tv could not connect remote and could not start tv then he told that service engineer will visit tomorrow by this time i connected mouse in usb and tv started later i learnt that remote is a bluetooth device i started tv bluetooth and remote got connected thereafter i am enjoying tv with lan connection no cable or dish antenna required,2
quality is not much good,1
not nice please dont order,0
only suitable for moderate cold and also short in width,1
excellent purchasebest product for beginners,2
its low quality plastic and its not at all working even after the charging and fixed battery,0
very bad product i have never seen in my life,0
enough for some months,1
size and fabric is not upto the mark,1
bad product battery is drained in few hoursnot using this,0
weast,1
notgive specific heat of radiation and heating,1
too short i hate this product,0
product is very nice but there is no preheat button nice packing delivered in time the demo was given by the ifb personnel with in 5 days the great drawback is that there was no warranty card neither hard copy of original sealed bill inside now i am in a dilemma that how can i claim for warranty if required i called the flipcart representative but he told that the soft copy of the bill will be sufficient for warranty claims one more thing i would like to add this is 900 watt so heating,2
the worst product till now which i ever ordered on flipkart if its your hard earned money please dont buy this i wont even take the product if it was for free waste of money,0
product quality is good as per the pricing overall satisfied,1
do not buy very damaged item,0
very very small size,1
size is small as i expect this from u,1
felt a bit expensive,1
good product worth this price,2
restart problem when net is down,0
product was ok but the quality of pipes and plastic need to much better settings of adjustment very hard to joining the ward robe pipesneed to provide the much better,1
really worst tv i my life never saw this kind of tv picture is whitening and also blurring frequently restarting when we requested return technician came and simply closed ticket as resolved now they are telling that return window is closedguys dont buy this kind of mi tv,0
pant is beautiful according to price but i ordered one size smaller than i usually wear bt still it is little loose other than this the product is beautiful,1
good soft fabric,2
i am very satisfied with this,2
deep bass,1
stitching is not that good,1
nice product but size is not right size,1
automatic disconnecting during calling timeafter 10 second it will connect automatically iam not referring to purchase this,1
best setop box but wifi sometime working but somtime not working,1
the best there is there there ever will be what a fantastic bluetooth headset u can never use a bluetooth continuously for 24hrs but even if u use it for 5hrs it will give more than 3 days backupexcellent and fantastic battery up it only takes 2hrs for full charge but it has more than 3 days battery life after full charge do go for itbattery backup 5 design 5 bass 5 sound quality 5,2
niceeeeee,1
insole is very bad,0
poor quality become softer with two weeks of use,0
we are unable to lock the handle,1
unexpected productsmaller in sizefabric is not good,0
very poor quality plastic very poor setting is cumbersome cetrifugal juicer is useless makes lot of noise you have to literally hold it to stop it from moving very bad,0
west of money so plz dont buy it,0
this product is so small and not waterproof and its purchasing rate is so high according to product,1
thin but good,2
superb comfort,2
good quality but it is very weightful,1
this product is crazy good it has good options it makes food so good in it dont even think just order it i liked a lot the person who come to assemble it was very kind and humble he explained so good loved it thank you flipkart,2
plates are very small its has to been bit big,1
oil botal tools missing,0
good but size is small,1
product was good but stoching paytern is not that much good,2
material looked good but a little disappointed as the plates and bowls were not really large,0
very nice best quality,2
d,1
so nice product and low cost very nice,2
nice product but watch ui is not good,1
i didint get the product,0
note comfortable,0
dont expect too much its just a track pant with side pockets,1
it work slowly,1
for the starting winter,1
size of star and ketty is too small the face of normal ketty available in the market is bigger than total size of ketty of this combo,1
go for electric cycle instead of this,1
what brand gyz its untold,1
nice must buy this product,2
worst product remote not worked helicopter automatically runned,0
1 wifi at distance lp can not get full range however my other dell lp gets full range2battery drains in quickly just for browse however it get full charge immediately at least it should last for 4 hr 3 smooth performance4 ac adaptor get heated in 5 mins,1
not so good stuff is of low quality,0
long,1
not bad product was damaged i tryed to return but i dnt hv time,0
this is 3rd one,1
delivery was on timeqty is less than mentioned 23 seeds packets missinggermination rate is goodthe image taken almost 20 days after sowedwill edit after few days,1
average product cleanliness is a big trouble air through is not upto the mark louvers are not properly set they slide downward automatically,1
osm performance,2
best headphones ever used more or less all branded expensive headphones have the same sound quality but still in this price range this is the unbeatable one i cant believe the battery backup is amazing used 7days for at least 34 hrs per dayshockingly only 1 bar went down and it is very light weight but one problem is that u cant continuous use for maximum amount of time otherwise it will cause pain in ur ears bass is solid and perfect if u use an equilizer thanks flipkart,2
waste rice cooker worst comany,0
im reviewing this headphone after 3 weeks so let me be straightbass 355you wont much like if you already are an equaliser user as because youll get better goosebumps with 1110115mm drivers earphones sound quality45 good but could have beet better 50 mm drivers gives you quite a feelbuild quality 35quite ok its little heavy as compared to other headphones of this rangelast but not the listbattery55 i charged this after the day i bought this till now its 3,2
nice watch from van heusen premium look and worth it for this price,2
not velvet good,0
getting bad smell just after installation of 14 says,0
worst quality ever didnt expected this from wonderchef,0
quality looking good but in local market price is low as compared,1
it ia absolutely awesome product i love this,2
not working my mobile properly waste of time,0
product ok but its taking 35min above to cook 1kg of rice,1
excellent productbuy itworth for money,2
damage and low quality product,0
its a good product i love it superb,2
awesome quality powerful light,2
cheap quality product from prestage,1
wonderful service of bazaz im very happy,2
its just awsome i really like it i love flipkart because they realy maintain there punctuality and this item is such a beautiful productand flipkart never disappointed me so i love there services there is nothing to worried about how it is works u can buy this product without any irritation,2
not so satisfied,0
very bad quality not worth it for the money,0
amazingget one of your own owsm,1
size is smaller than the size which is mentioned,1
really worthit,1
poor sound qualitynot satisfied,0
very bad product for hot material just like rice and other hot liquid and foods broken into two parts,0
nice colour is light green that i got,2
this is my first otg it is awesome,2
this is amazing car for kids very nyc products,2
sound quality and build is superb easy to carry looks premium overall performance is good works great loved it,2
not nyc,1
the display is not working after 3 months of usage,1
is it good products,2
products is fully ohk,1
not bad but not very good either certainly not as good as it looks here at the website and for utilities this can be used for mild winters in north india but the coat is great and is really soft so feels pretty good to the touch,1
the product is good feel sturdy and strong price could have been a little bit lower,0
very useful to getting all the detail what we want to know,2
after 3 months i watch performance after using it daily best product to buy at very good price very easy to operate must buy midea dishwasher,2
it was looking very goodno waste of moneyyou can go with it,0
unfortunately two door mats which were included in the offer have not been delivered later i complained to flipkart and talked to the representative of the company who assured to look into the matter within 24 hrs but nothing positive has yet been happenedsorry to express but my experience does not mark any positivity from your approach,0
best sewing machine i used ever,2
sg pads are given in cricket kit bag,1
over cost,1
average performance,1
defected,0
nice perfumes,2
veryr small size,1
superb product go for it but noise is bit high,1
just awesome on time delivery as per image i got same product thanx flipkart,2
nice prodect same,2
such a good productits very high quality perfume and very long lasting me and my husband both use this perfume and we love this packaging is so attractive and good option for gifting too,2
product is awesomebut delivery partners behaviour was very rude need to change him,0
its an amazing swimming kitgoggles is good and have no leakageit is a perfect deal in its pricego for it,2
overall its good product,2
nice products thanks for flipkart,2
simply super enjoy it,2
quality is not upto mark as compared to the price cap opens up automatically and does not close properly,1
its an awesome product,2
i am writing review after a twice months by using this product quality of seeds is not good at all flowers are still not coming i prepared soil with needed quantity of mamure but there is no satisfactory results with these seeds there is no growth in plants except some,1
smooth and satisfy all my needs and got it for 58999,2
its really a worthy product for students and also for home purpose easy to carry alsoi bought this 3years back and use it daily for my office purpose still its working well without single repair,2
very nice thank you so much flipkart,2
sketch and water colour are not present,0
very bad after one remote not working,0
best juicergood product,2
it is good product for normal use but not great for heavy or thick fabrics can be little difficult while stitching more than 4 layers of cotton fabric if oiled regularly then works great,0
received with broken plug topotherwise fine,0
its only speker not have upper cover sound quality same as jxl speker,1
when i connected it to computer it works fine i stored data in it and then connected through otg to mobile phone then the problem came it gives message corrupted hard disk need to erase at that stage i couldnt erase it as it was important data and i couldnt connect to mobile phonethis is the only issue i have encountered so far mobile is redmenote 4,0
its not workingim very disappointed this power bank and with flipkart,0
superb product flipkart delivery very fast i give 5 star for delivery person,2
design good not quality,1
worst i tried,0
nice product value for the money,2
very nice productcard is working fastlyi am using about 1 month no debuggling will be happengo for it,2
this is the worst product for ever in my life with in 10 days tv display has been gone,0
this is not very bad it is ok,1
